,tsne_dim_1,tsne_dim_2
1020,-278.28363,5.2979674
1021,16.484922,-16.828243
1022,359.8456,-94.11054
1023,-284.82404,-6.320666
1024,203.90231,-161.82622
1025,-28.038347,-97.34664
1026,-162.45819,-11.980963
1027,76.92033,45.057056
1028,31.01482,-260.72168
1029,-169.24768,36.545753
1030,239.35823,53.78024
1031,191.45087,33.92101
1032,-250.6501,33.131027
1033,-300.4388,29.404163
1034,-277.1151,120.243774
1035,230.1023,90.28972
1036,81.584946,-136.11115
1037,-161.22223,58.147125
1038,295.6528,42.807808
1039,-199.82935,43.81115
1040,-254.90906,12.107087
1041,-215.87227,-74.07141
1042,257.47678,-92.95567
1043,-159.33922,79.39888
1044,-175.56538,79.55293
1045,239.79118,-33.462357
1046,-194.52483,-81.29459
1047,-72.83669,-197.85959
1048,217.70488,15.010481
1049,-154.86652,8.262186
1050,-159.18764,10.99548
1051,27.24098,-240.45332
1052,-131.32933,-241.94478
1053,90.455414,48.420635
1054,98.908875,-166.11389
1055,239.44513,83.08562
1056,-226.18982,-5.9719834
1057,155.2185,152.0721
